"Table with fips codes in column A and area names in column B, column headers in rows 12 through 13.  United States in row 15, regions start in row 17, state totals start in row 24, county by state start in row 78, minor civil divisions by new england start start in row 3239, and metropolitan areas start in row 4823.",,,,,,
" Census 2000 PHC-T-22.  Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, Metropolitan Areas, and Puerto Rico: 2000 ",,,,,,
"Table 1.  Gross Migration for the Population 5 Years and Over for the United States, Regions, States, Counties, New England Minor Civil Divisions, and Metropolitan Areas:  2000",,,,,,
,,,,,,
" Source:  U. S. Census Bureau, Census 2000, special tabulation. ",,,,,,
" Internet release date:  August 6, 2003 ",,,,,,
" [Data based on a sample. For information on confidentiality protection, sampling error, nonsampling error, and definitions, see http://www.census.gov/prod/cen2000/doc/sf3.pdf] ",,,,,,
 (X) Not applicable ,,,,,,
"1/ This category includes movers from foreign countries, as well as movers from Puerto Rico, U.S. Island Areas, and U.S. minor outlying islands.",,,,,,
"2/ Most independent cities in Virginia were combined with an adjacent or surrounding county.  Exceptions were the independent cities of Colonial Heights, Hampton, Newport News, Suffolk, and Virginia Beach.  See endnote for complete list of county/city combinations.",,,,,,
 - Represents or rounds to zero ,,,,,,
 FIPS Code	,Geographic Area of Residence in 2000, Population 5 years and over , Same residence (nonmovers) , Different residence 5 years ago ,,
 48333 ,  Mills County," 4,866 "," 3,065 "," 1,801 ", 709 , 31
 48335 ,  Mitchell County," 9,244 "," 4,217 "," 5,027 "," 1,495 "," 1,160 "
 48337 ,  Montague County," 17,980 "," 10,424 "," 7,556 "," 3,560 ", 150
 48339 ,  Montgomery County," 271,298 "," 126,776 "," 144,522 "," 52,613 "," 8,196 "
 48341 ,  Moore County," 18,263 "," 8,952 "," 9,311 "," 5,115 ", 727
 48343 ,  Morris County," 12,302 "," 7,573 "," 4,729 "," 2,329 ", 72
 48345 ,  Motley County," 1,332 ", 823 , 509 , 200 , 13
 48347 ,  Nacogdoches County," 55,391 "," 27,495 "," 27,896 "," 12,025 "," 1,166 "
 48349 ,  Navarro County," 41,849 "," 23,188 "," 18,661 "," 9,918 "," 1,322 "
 48351 ,  Newton County," 14,089 "," 9,467 "," 4,622 "," 1,889 ", 146
 48353 ,  Nolan County," 14,815 "," 8,675 "," 6,140 "," 3,132 ", 101
 48355 ,  Nueces County," 289,673 "," 154,148 "," 135,525 "," 85,694 "," 4,567 "
 48357 ,  Ochiltree County," 8,265 "," 4,810 "," 3,455 "," 1,786 ", 270
 48359 ,  Oldham County," 2,040 ", 969 ," 1,071 ", 250 , 23
 48361 ,  Orange County," 79,262 "," 47,040 "," 32,222 "," 20,234 ", 506
 48363 ,  Palo Pinto County," 25,262 "," 13,310 "," 11,952 "," 5,873 ", 378
 48365 ,  Panola County," 21,476 "," 13,513 "," 7,963 "," 4,338 ", 134
 48367 ,  Parker County," 82,844 "," 42,089 "," 40,755 "," 13,776 ", 713
 48369 ,  Parmer County," 9,223 "," 5,529 "," 3,694 "," 1,814 ", 279
 48371 ,  Pecos County," 15,742 "," 8,947 "," 6,795 "," 2,708 ", 444
 48373 ,  Polk County," 38,861 "," 20,849 "," 18,012 "," 6,955 ", 346
 48375 ,  Potter County," 104,175 "," 48,625 "," 55,550 "," 25,621 "," 2,139 "
 48377 ,  Presidio County," 6,745 "," 3,818 "," 2,927 "," 1,004 ", 584
 48379 ,  Rains County," 8,632 "," 4,102 "," 4,530 "," 1,349 ", 76
 48381 ,  Randall County," 97,128 "," 48,169 "," 48,959 "," 21,386 ", 898
 48383 ,  Reagan County," 3,050 "," 2,049 "," 1,001 ", 590 , 8
 48385 ,  Real County," 2,908 "," 1,711 "," 1,197 ", 371 , 15
 48387 ,  Red River County," 13,492 "," 8,377 "," 5,115 "," 2,668 ", 65
 48389 ,  Reeves County," 12,205 "," 7,955 "," 4,250 "," 2,195 ", 176
 48391 ,  Refugio County," 7,343 "," 4,670 "," 2,673 "," 1,562 ", 46
 48393 ,  Roberts County, 843 , 448 , 395 , 103 , 2
 48395 ,  Robertson County," 14,845 "," 8,838 "," 6,007 "," 2,666 ", 182
 48397 ,  Rockwall County," 39,930 "," 18,597 "," 21,333 "," 5,944 ", 700
 48399 ,  Runnels County," 10,817 "," 6,237 "," 4,580 "," 2,157 ", 118
 48401 ,  Rusk County," 44,429 "," 27,928 "," 16,501 "," 7,439 ", 618
 48403 ,  Sabine County," 9,921 "," 6,178 "," 3,743 "," 1,459 ", 49
 48405 ,  San Augustine County," 8,435 "," 5,645 "," 2,790 "," 1,299 ", 46
 48407 ,  San Jacinto County," 20,888 "," 12,432 "," 8,456 "," 2,209 ", 189
 48409 ,  San Patricio County," 61,822 "," 33,733 "," 28,089 "," 12,347 "," 1,054 "
 48411 ,  San Saba County," 5,869 "," 3,286 "," 2,583 "," 1,246 ", 40
 48413 ,  Schleicher County," 2,750 "," 1,787 ", 963 , 490 , 32
 48415 ,  Scurry County," 15,338 "," 8,617 "," 6,721 "," 3,459 ", 359
 48417 ,  Shackelford County," 3,132 "," 1,867 "," 1,265 ", 511 , 31
 48419 ,  Shelby County," 23,525 "," 15,018 "," 8,507 "," 4,823 ", 574
 48421 ,  Sherman County," 2,963 "," 1,670 "," 1,293 ", 399 , 70
 48423 ,  Smith County," 162,278 "," 82,779 "," 79,499 "," 44,966 "," 3,133 "
 48425 ,  Somervell County," 6,364 "," 3,291 "," 3,073 "," 1,068 ", 58
 48427 ,  Starr County," 48,044 "," 34,772 "," 13,272 "," 8,863 "," 2,094 "
 48429 ,  Stephens County," 9,148 "," 5,274 "," 3,874 "," 1,824 ", 182
 48431 ,  Sterling County," 1,324 ", 902 , 422 , 207 , 20
 48433 ,  Stonewall County," 1,612 "," 1,092 ", 520 , 277 , 2
 48435 ,  Sutton County," 3,778 "," 2,415 "," 1,363 ", 800 , 67
 48437 ,  Swisher County," 7,745 "," 4,412 "," 3,333 "," 1,556 ", 196
 48439 ,  Tarrant County," 1,332,055 "," 598,122 "," 733,933 "," 407,480 "," 53,566 "
 48441 ,  Taylor County," 117,587 "," 54,703 "," 62,884 "," 29,583 "," 2,888 "
 48443 ,  Terrell County," 1,024 ", 686 , 338 , 115 , 36
 48445 ,  Terry County," 11,849 "," 7,035 "," 4,814 "," 2,627 ", 366
 48447 ,  Throckmorton County," 1,743 "," 1,134 ", 609 , 243 , 9
 48449 ,  Titus County," 25,659 "," 13,228 "," 12,431 "," 6,821 ", 955
 48451 ,  Tom Green County," 97,019 "," 46,948 "," 50,071 "," 26,119 "," 1,944 "
 48453 ,  Travis County," 753,786 "," 283,732 "," 470,054 "," 220,931 "," 44,268 "
 48455 ,  Trinity County," 12,965 "," 7,299 "," 5,666 "," 2,218 ", 179
 48457 ,  Tyler County," 19,645 "," 11,447 "," 8,198 "," 3,462 ", 162
 48459 ,  Upshur County," 33,003 "," 19,076 "," 13,927 "," 5,558 ", 204
 48461 ,  Upton County," 3,215 "," 2,081 "," 1,134 ", 613 , 17
 48463 ,  Uvalde County," 23,799 "," 14,079 "," 9,720 "," 5,305 ", 362
 48465 ,  Val Verde County," 40,982 "," 22,590 "," 18,392 "," 9,701 "," 1,749 "
 48467 ,  Van Zandt County," 45,108 "," 25,830 "," 19,278 "," 7,697 ", 584
 48469 ,  Victoria County," 77,789 "," 40,476 "," 37,313 "," 24,191 "," 1,051 "
 48471 ,  Walker County," 58,854 "," 24,569 "," 34,285 "," 8,710 "," 2,637 "
 48473 ,  Waller County," 30,397 "," 14,716 "," 15,681 "," 4,203 ", 606
 48475 ,  Ward County," 10,213 "," 6,113 "," 4,100 "," 2,170 ", 67
 48477 ,  Washington County," 28,554 "," 16,296 "," 12,258 "," 5,673 ", 586
 48479 ,  Webb County," 172,808 "," 101,542 "," 71,266 "," 49,534 "," 9,437 "
 48481 ,  Wharton County," 38,401 "," 23,829 "," 14,572 "," 9,269 ", 704
 48483 ,  Wheeler County," 4,994 "," 2,933 "," 2,061 ", 858 , 50
 48485 ,  Wichita County," 122,607 "," 56,305 "," 66,302 "," 32,644 "," 3,133 "
 48487 ,  Wilbarger County," 13,673 "," 7,396 "," 6,277 "," 3,663 ", 74
 48489 ,  Willacy County," 18,409 "," 12,918 "," 5,491 "," 3,181 ", 304
 48491 ,  Williamson County," 228,851 "," 90,533 "," 138,318 "," 43,589 "," 4,619 "
 48493 ,  Wilson County," 30,161 "," 17,411 "," 12,750 "," 4,333 ", 229
 48495 ,  Winkler County," 6,670 "," 4,277 "," 2,393 "," 1,164 ", 137
 48497 ,  Wise County," 45,490 "," 22,604 "," 22,886 "," 7,886 "," 1,074 "
 48499 ,  Wood County," 34,846 "," 18,942 "," 15,904 "," 6,285 ", 312
 48501 ,  Yoakum County," 6,781 "," 4,357 "," 2,424 "," 1,483 ", 104
 48503 ,  Young County," 16,885 "," 9,653 "," 7,232 "," 3,660 ", 156
 48505 ,  Zapata County," 11,085 "," 7,214 "," 3,871 "," 2,453 ", 284
 48507 ,  Zavala County," 10,615 "," 7,094 "," 3,521 "," 2,170 ", 400
Utah,,,,,,
 49001 ,  Beaver County," 5,437 "," 3,173 "," 2,264 ", 961 , 69
 49003 ,  Box Elder County," 38,794 "," 22,861 "," 15,933 "," 8,030 ", 393
 49005 ,  Cache County," 82,421 "," 36,388 "," 46,033 "," 20,196 "," 2,858 "
 49007 ,  Carbon County," 18,936 "," 11,219 "," 7,717 "," 3,797 ", 171
 49009 ,  Daggett County, 859 , 470 , 389 , 40 , 6
 49011 ,  Davis County," 215,480 "," 111,843 "," 103,637 "," 47,827 "," 4,324 "
 49013 ,  Duchesne County," 13,081 "," 8,242 "," 4,839 "," 2,312 ", 37
 49015 ,  Emery County," 9,978 "," 6,578 "," 3,400 "," 1,692 ", 66
 49017 ,  Garfield County," 4,326 "," 2,667 "," 1,659 ", 670 , 41
 49019 ,  Grand County," 7,905 "," 4,051 "," 3,854 "," 1,807 ", 103
 49021 ,  Iron County," 30,600 "," 12,896 "," 17,704 "," 6,430 ", 469
 49023 ,  Juab County," 7,339 "," 4,313 "," 3,026 "," 1,006 ", 43
 49025 ,  Kane County," 5,636 "," 3,237 "," 2,399 ", 646 , 58
 49027 ,  Millard County," 11,404 "," 7,149 "," 4,255 "," 1,961 ", 220
 49029 ,  Morgan County," 6,550 "," 3,983 "," 2,567 ", 656 , 95
 49031 ,  Piute County," 1,316 ", 880 , 436 , 162 , 20
 49033 ,  Rich County," 1,816 "," 1,175 ", 641 , 238 , 29
 49035 ,  Salt Lake County," 818,213 "," 409,151 "," 409,062 "," 252,419 "," 34,080 "
 49037 ,  San Juan County," 13,010 "," 8,906 "," 4,104 "," 2,063 ", 46
 49039 ,  Sanpete County," 20,878 "," 10,677 "," 10,201 "," 3,831 ", 550
 49041 ,  Sevier County," 17,183 "," 10,109 "," 7,074 "," 3,331 ", 168
 49043 ,  Summit County," 27,690 "," 11,910 "," 15,780 "," 5,281 ", 987
 49045 ,  Tooele County," 36,245 "," 15,109 "," 21,136 "," 7,087 ", 478
 49047 ,  Uintah County," 23,108 "," 13,823 "," 9,285 "," 5,001 ", 132
 49049 ,  Utah County," 328,190 "," 141,756 "," 186,434 "," 92,113 "," 13,110 "
 49051 ,  Wasatch County," 13,824 "," 6,841 "," 6,983 "," 2,570 ", 361
 49053 ,  Washington County," 82,121 "," 34,909 "," 47,212 "," 19,271 "," 1,285 "
 49055 ,  Wayne County," 2,297 "," 1,441 ", 856 , 276 , 10
 49057 ,  Weber County," 179,238 "," 92,701 "," 86,537 "," 46,736 "," 4,454 "
Vermont,,,,,,
 50001 ,  Addison County," 33,909 "," 20,438 "," 13,471 "," 6,212 ", 380
 50003 ,  Bennington County," 35,005 "," 21,559 "," 13,446 "," 7,583 ", 285
 50005 ,  Caledonia County," 28,062 "," 17,373 "," 10,689 "," 5,664 ", 173
 50007 ,  Chittenden County," 138,073 "," 71,062 "," 67,011 "," 33,186 "," 3,472 "
 50009 ,  Essex County," 6,117 "," 4,162 "," 1,955 ", 618 , 65
 50011 ,  Franklin County," 42,208 "," 26,223 "," 15,985 "," 9,515 ", 311
 50013 ,  Grand Isle County," 6,515 "," 3,983 "," 2,532 ", 802 , 93
 50015 ,  Lamoille County," 21,923 "," 12,450 "," 9,473 "," 4,441 ", 252
 50017 ,  Orange County," 26,627 "," 17,903 "," 8,724 "," 3,618 ", 148
 50019 ,  Orleans County," 24,813 "," 15,905 "," 8,908 "," 5,079 ", 238
 50021 ,  Rutland County," 60,188 "," 37,342 "," 22,846 "," 14,536 ", 276
 50023 ,  Washington County," 54,914 "," 32,677 "," 22,237 "," 11,894 ", 720
 50025 ,  Windham County," 41,885 "," 25,088 "," 16,797 "," 8,846 ", 485
 50027 ,  Windsor County," 54,603 "," 33,434 "," 21,169 "," 9,999 ", 495
Virginia2/,,,,,,
 51001 ,  Accomack County," 36,005 "," 21,715 "," 14,290 "," 7,928 ", 924
 51003 ,  Albemarle County," 117,301 "," 52,113 "," 65,188 "," 24,327 "," 4,511 "
 51005 ,  Alleghany County," 22,159 "," 14,829 "," 7,330 "," 4,860 ", 154
 51007 ,  Amelia County," 10,694 "," 6,757 "," 3,937 "," 1,603 ", 5
 51009 ,  Amherst County," 30,113 "," 19,178 "," 10,935 "," 5,472 ", 218
 51011 ,  Appomattox County," 12,871 "," 8,219 "," 4,652 "," 2,391 ", 74
 51013 ,  Arlington County," 299,336 "," 114,476 "," 184,860 "," 58,921 "," 30,417 "
 51015 ,  Augusta County," 102,817 "," 60,366 "," 42,451 "," 25,567 ", 802
 51017 ,  Bath County," 4,823 "," 3,162 "," 1,661 ", 715 , 109
 51019 ,  Bedford County," 62,825 "," 37,749 "," 25,076 "," 8,963 ", 330
 51021 ,  Bland County," 6,563 "," 4,558 "," 2,005 ", 674 , 105
 51023 ,  Botetourt County," 28,758 "," 18,140 "," 10,618 "," 3,849 ", 78
 51025 ,  Brunswick County," 17,549 "," 10,286 "," 7,263 "," 2,486 ", 110
 51027 ,  Buchanan County," 25,665 "," 19,603 "," 6,062 "," 3,633 ", 39
 51029 ,  Buckingham County," 14,870 "," 8,462 "," 6,408 "," 2,292 ", 43
 51031 ,  Campbell County," 109,497 "," 61,895 "," 47,602 "," 25,854 "," 1,463 "
 51033 ,  Caroline County," 20,774 "," 13,984 "," 6,790 "," 2,610 ", 111
 51035 ,  Carroll County," 27,611 "," 19,196 "," 8,415 "," 4,142 ", 134
 51036 ,  Charles City County," 6,542 "," 4,863 "," 1,679 ", 650 , 21
 51037 ,  Charlotte County," 11,814 "," 7,860 "," 3,954 "," 1,702 ", 70
 51041 ,  Chesterfield County," 242,866 "," 132,994 "," 109,872 "," 46,993 "," 4,003 "
 51043 ,  Clarke County," 12,008 "," 7,186 "," 4,822 "," 1,341 ", 63
 51045 ,  Craig County," 4,828 "," 3,177 "," 1,651 ", 912 , 4
 51047 ,  Culpeper County," 32,091 "," 16,577 "," 15,514 "," 6,479 ", 643
 51049 ,  Cumberland County," 8,468 "," 5,445 "," 3,023 "," 1,069 ", 73
 51051 ,  Dickenson County," 15,506 "," 11,244 "," 4,262 "," 2,634 ", 16
 51053 ,  Dinwiddie County," 54,750 "," 32,427 "," 22,323 "," 12,113 ", 570
 51057 ,  Essex County," 9,519 "," 5,968 "," 3,551 "," 1,712 ", 73
 51059 ,  Fairfax County," 932,176 "," 458,265 "," 473,911 "," 192,076 "," 72,648 "
 51061 ,  Fauquier County," 51,566 "," 29,452 "," 22,114 "," 7,850 ", 794
 51063 ,  Floyd County," 13,080 "," 8,478 "," 4,602 "," 1,941 ", 122
 51065 ,  Fluvanna County," 18,814 "," 10,656 "," 8,158 "," 2,242 ", 280
 51067 ,  Franklin County," 44,747 "," 27,619 "," 17,128 "," 7,921 ", 243
 51069 ,  Frederick County," 77,516 "," 41,025 "," 36,491 "," 18,109 "," 1,302 "
 51071 ,  Giles County," 15,728 "," 10,697 "," 5,031 "," 2,887 ", 37
 51073 ,  Gloucester County," 32,770 "," 19,565 "," 13,205 "," 4,948 ", 353
 51075 ,  Goochland County," 15,999 "," 9,888 "," 6,111 "," 1,533 ", 58
 51077 ,  Grayson County," 23,537 "," 15,159 "," 8,378 "," 3,370 ", 230
 51079 ,  Greene County," 14,129 "," 8,039 "," 6,090 "," 2,248 ", 75
 51081 ,  Greensville County," 16,507 "," 10,009 "," 6,498 "," 3,041 ", 68
 51083 ,  Halifax County," 35,201 "," 23,669 "," 11,532 "," 7,540 ", 143
 51085 ,  Hanover County," 80,643 "," 45,981 "," 34,662 "," 11,437 ", 456
 51087 ,  Henrico County," 429,738 "," 211,247 "," 218,491 "," 121,286 "," 10,323 "
 51089 ,  Henry County," 69,389 "," 44,740 "," 24,649 "," 16,598 "," 1,071 "
 51091 ,  Highland County," 2,443 "," 1,857 ", 586 , 320 , 5
 51093 ,  Isle of Wight County," 27,949 "," 17,718 "," 10,231 "," 3,475 ", 111
 51095 ,  James City County," 57,214 "," 25,921 "," 31,293 "," 8,563 "," 1,024 "
 51097 ,  King and Queen County," 6,270 "," 4,340 "," 1,930 ", 557 , 22
 51099 ,  King George County," 15,607 "," 8,905 "," 6,702 "," 2,098 ", 280
 51101 ,  King William County," 12,237 "," 7,846 "," 4,391 "," 1,470 ", 62
 51103 ,  Lancaster County," 11,134 "," 7,100 "," 4,034 "," 1,842 ", 55
 51105 ,  Lee County," 22,220 "," 14,405 "," 7,815 "," 5,331 ", 37
 51107 ,  Loudoun County," 153,293 "," 61,921 "," 91,372 "," 24,594 "," 6,479 "
 51109 ,  Louisa County," 24,100 "," 14,744 "," 9,356 "," 3,376 ", 97
 51111 ,  Lunenburg County," 12,489 "," 8,570 "," 3,919 "," 1,681 ", 121
 51113 ,  Madison County," 11,839 "," 7,593 "," 4,246 "," 1,844 ", 180
 51115 ,  Mathews County," 8,766 "," 5,494 "," 3,272 "," 1,062 ", 51
 51117 ,  Mecklenburg County," 30,629 "," 19,878 "," 10,751 "," 5,608 ", 147
 51119 ,  Middlesex County," 9,555 "," 5,605 "," 3,950 "," 1,681 ", 44
 51121 ,  Montgomery County," 94,856 "," 35,602 "," 59,254 "," 17,482 "," 3,172 "
 51125 ,  Nelson County," 13,683 "," 9,157 "," 4,526 "," 1,812 ", 49
 51127 ,  New Kent County," 12,667 "," 7,805 "," 4,862 "," 1,366 ", 46
 51131 ,  Northampton County," 12,373 "," 8,003 "," 4,370 "," 2,228 ", 192
 51133 ,  Northumberland County," 11,740 "," 7,581 "," 4,159 "," 1,457 ", 122
 51135 ,  Nottoway County," 14,855 "," 9,118 "," 5,737 "," 2,110 ", 173
 51137 ,  Orange County," 24,368 "," 14,181 "," 10,187 "," 4,025 ", 138
 51139 ,  Page County," 21,900 "," 14,059 "," 7,841 "," 4,931 ", 85
 51141 ,  Patrick County," 18,277 "," 12,219 "," 6,058 "," 2,983 ", 81
 51143 ,  Pittsylvania County," 103,789 "," 65,875 "," 37,914 "," 26,739 ", 776
 51145 ,  Powhatan County," 21,069 "," 12,473 "," 8,596 "," 2,125 ", 16
 51147 ,  Prince Edward County," 18,807 "," 10,267 "," 8,540 "," 2,576 ", 201
 51149 ,  Prince George County," 51,728 "," 26,634 "," 25,094 "," 8,835 "," 1,593 "
 51153 ,  Prince William County," 298,324 "," 136,441 "," 161,883 "," 58,816 "," 12,281 "
 51155 ,  Pulaski County," 33,112 "," 20,681 "," 12,431 "," 7,696 ", 78
 51157 ,  Rappahannock County," 6,628 "," 4,384 "," 2,244 ", 918 , 34
 51159 ,  Richmond County," 8,436 "," 4,995 "," 3,441 ", 950 , 303
 51161 ,  Roanoke County," 193,535 "," 107,785 "," 85,750 "," 50,080 "," 2,339 "
 51163 ,  Rockbridge County," 32,348 "," 19,120 "," 13,228 "," 6,197 ", 325
 51165 ,  Rockingham County," 101,997 "," 52,517 "," 49,480 "," 22,001 "," 2,675 "
 51167 ,  Russell County," 28,724 "," 19,375 "," 9,349 "," 5,507 ", 293
 51169 ,  Scott County," 22,219 "," 15,436 "," 6,783 "," 3,885 ", 41
 51171 ,  Shenandoah County," 33,059 "," 19,508 "," 13,551 "," 7,316 ", 280
 51173 ,  Smyth County," 31,314 "," 20,005 "," 11,309 "," 7,027 ", 108
 51175 ,  Southampton County," 24,514 "," 15,007 "," 9,507 "," 4,778 ", 69
 51177 ,  Spotsylvania County," 101,939 "," 51,892 "," 50,047 "," 19,484 "," 1,417 "
 51179 ,  Stafford County," 85,426 "," 42,850 "," 42,576 "," 11,500 "," 1,880 "
 51181 ,  Surry County," 6,454 "," 4,344 "," 2,110 ", 887 , 14
 51183 ,  Sussex County," 11,923 "," 7,426 "," 4,497 "," 1,743 ", 122
 51185 ,  Tazewell County," 42,209 "," 28,158 "," 14,051 "," 8,756 ", 155
 51187 ,  Warren County," 29,480 "," 16,729 "," 12,751 "," 5,700 ", 139
 51191 ,  Washington County," 64,997 "," 39,482 "," 25,515 "," 13,512 ", 230
 51193 ,  Westmoreland County," 15,852 "," 10,781 "," 5,071 "," 2,271 ", 74
 51195 ,  Wise County," 41,537 "," 26,378 "," 15,159 "," 10,449 ", 142
 51197 ,  Wythe County," 26,083 "," 16,986 "," 9,097 "," 5,092 ", 96
 51199 ,  York County," 63,540 "," 31,662 "," 31,878 "," 7,480 "," 2,645 "
 51550 ,  Chesapeake city," 496,351 "," 237,105 "," 259,246 "," 128,923 "," 9,235 "
 51570 ,  Colonial Heights city," 16,072 "," 9,436 "," 6,636 "," 2,307 ", 277
 51650 ,  Hampton city," 137,303 "," 65,447 "," 71,856 "," 26,442 "," 4,132 "
 51700 ,  Newport News city," 165,897 "," 75,405 "," 90,492 "," 38,039 "," 5,124 "
 51800 ,  Suffolk city," 59,081 "," 31,527 "," 27,554 "," 10,330 ", 579
 51810 ,  Virginia Beach city," 394,892 "," 180,835 "," 214,057 "," 96,092 "," 11,639 "
Washington,,,,,,
 53001 ,  Adams County," 14,873 "," 8,386 "," 6,487 "," 3,279 ", 813
 53003 ,  Asotin County," 19,148 "," 9,902 "," 9,246 "," 4,055 ", 39
 53005 ,  Benton County," 131,802 "," 67,439 "," 64,363 "," 33,580 "," 2,883 "
 53007 ,  Chelan County," 61,879 "," 32,138 "," 29,741 "," 15,978 "," 1,845 "
 53009 ,  Clallam County," 61,211 "," 33,265 "," 27,946 "," 14,512 ", 762
 53011 ,  Clark County," 318,152 "," 140,720 "," 177,432 "," 90,541 "," 9,889 "
 53013 ,  Columbia County," 3,836 "," 2,230 "," 1,606 ", 712 , 19
 53015 ,  Cowlitz County," 86,502 "," 45,512 "," 40,990 "," 25,584 ", 834
 53017 ,  Douglas County," 30,179 "," 16,406 "," 13,773 "," 5,291 ", 728
 53019 ,  Ferry County," 6,869 "," 3,772 "," 3,097 "," 1,319 ", 20
 53021 ,  Franklin County," 44,504 "," 21,816 "," 22,688 "," 10,522 "," 2,881 "
 53023 ,  Garfield County," 2,288 "," 1,439 ", 849 , 384 , 15
 53025 ,  Grant County," 68,214 "," 34,113 "," 34,101 "," 18,334 "," 3,212 "
 53027 ,  Grays Harbor County," 62,955 "," 35,673 "," 27,282 "," 16,236 ", 742
 53029 ,  Island County," 66,796 "," 31,085 "," 35,711 "," 10,712 "," 1,825 "
 53031 ,  Jefferson County," 24,902 "," 13,172 "," 11,730 "," 4,299 ", 390
 53033 ,  King County," 1,632,553 "," 777,858 "," 854,695 "," 489,434 "," 76,071 "
 53035 ,  Kitsap County," 216,623 "," 105,448 "," 111,175 "," 50,795 "," 4,784 "
 53037 ,  Kittitas County," 31,673 "," 13,949 "," 17,724 "," 5,928 ", 680
 53039 ,  Klickitat County," 17,977 "," 9,589 "," 8,388 "," 3,914 ", 275
 53041 ,  Lewis County," 64,183 "," 35,523 "," 28,660 "," 15,303 ", 883
 53043 ,  Lincoln County," 9,607 "," 5,668 "," 3,939 "," 1,480 ", 95
 53045 ,  Mason County," 46,757 "," 25,148 "," 21,609 "," 8,036 ", 513
 53047 ,  Okanogan County," 37,051 "," 20,140 "," 16,911 "," 9,130 ", 856
 53049 ,  Pacific County," 20,055 "," 11,429 "," 8,626 "," 4,160 ", 253
 53051 ,  Pend Oreille County," 11,093 "," 6,541 "," 4,552 "," 1,768 ", 72
 53053 ,  Pierce County," 651,081 "," 305,276 "," 345,805 "," 184,191 "," 20,311 "
 53055 ,  San Juan County," 13,539 "," 6,789 "," 6,750 "," 2,653 ", 170
 53057 ,  Skagit County," 96,277 "," 48,349 "," 47,928 "," 24,854 "," 2,560 "
 53059 ,  Skamania County," 9,222 "," 4,884 "," 4,338 "," 1,632 ", 60
 53061 ,  Snohomish County," 562,924 "," 264,438 "," 298,486 "," 152,063 "," 15,602 "
 53063 ,  Spokane County," 390,366 "," 198,457 "," 191,909 "," 115,198 "," 7,805 "
 53065 ,  Stevens County," 37,615 "," 21,252 "," 16,363 "," 6,620 ", 270
 53067 ,  Thurston County," 194,657 "," 93,709 "," 100,948 "," 50,083 "," 4,173 "
 53069 ,  Wahkiakum County," 3,615 "," 2,248 "," 1,367 ", 445 , 1
 53071 ,  Walla Walla County," 51,741 "," 26,464 "," 25,277 "," 12,151 "," 1,751 "
 53073 ,  Whatcom County," 156,441 "," 70,994 "," 85,447 "," 43,766 "," 4,437 "
 53075 ,  Whitman County," 38,789 "," 14,737 "," 24,052 "," 5,578 "," 1,681 "
 53077 ,  Yakima County," 203,449 "," 109,556 "," 93,893 "," 66,545 "," 5,467 "
West Virginia,,,,,,
 54001 ,  Barbour County," 14,733 "," 9,876 "," 4,857 "," 2,511 ", 43
 54003 ,  Berkeley County," 70,990 "," 38,850 "," 32,140 "," 16,027 ", 351
 54005 ,  Boone County," 23,909 "," 15,866 "," 8,043 "," 5,032 ", 54
 54007 ,  Braxton County," 13,961 "," 9,286 "," 4,675 "," 2,762 ", 13
 54009 ,  Brooke County," 24,211 "," 16,654 "," 7,557 "," 3,965 ", 88
 54011 ,  Cabell County," 91,451 "," 51,377 "," 40,074 "," 22,552 ", 622
 54013 ,  Calhoun County," 7,199 "," 5,050 "," 2,149 "," 1,024 ", -
 54015 ,  Clay County," 9,705 "," 6,405 "," 3,300 "," 1,816 ", 8
 54017 ,  Doddridge County," 6,958 "," 4,786 "," 2,172 ", 664 , 12
 54019 ,  Fayette County," 44,866 "," 28,597 "," 16,269 "," 9,225 ", 265
 54021 ,  Gilmer County," 6,798 "," 3,874 "," 2,924 "," 1,265 ", 48
 54023 ,  Grant County," 10,578 "," 7,349 "," 3,229 "," 1,773 ", 61
 54025 ,  Greenbrier County," 32,584 "," 20,960 "," 11,624 "," 6,931 ", 68
 54027 ,  Hampshire County," 18,931 "," 12,635 "," 6,296 "," 2,865 ", 49
 54029 ,  Hancock County," 30,950 "," 20,994 "," 9,956 "," 6,019 ", 50
 54031 ,  Hardy County," 11,917 "," 7,698 "," 4,219 "," 2,218 ", 27
 54033 ,  Harrison County," 64,791 "," 42,199 "," 22,592 "," 14,815 ", 414
 54035 ,  Jackson County," 26,323 "," 16,585 "," 9,738 "," 5,685 ", 77
 54037 ,  Jefferson County," 39,552 "," 22,275 "," 17,277 "," 7,257 ", 345
 54039 ,  Kanawha County," 188,674 "," 118,334 "," 70,340 "," 47,787 "," 1,024 "
 54041 ,  Lewis County," 16,027 "," 10,030 "," 5,997 "," 3,610 ", 53
 54043 ,  Lincoln County," 20,779 "," 14,497 "," 6,282 "," 3,827 ", 58
 54045 ,  Logan County," 35,564 "," 24,537 "," 11,027 "," 7,659 ", 112
 54047 ,  McDowell County," 25,908 "," 19,605 "," 6,303 "," 4,608 ", 44
 54049 ,  Marion County," 53,756 "," 35,161 "," 18,595 "," 11,449 ", 253
 54051 ,  Marshall County," 33,618 "," 23,330 "," 10,288 "," 6,458 ", 32
 54053 ,  Mason County," 24,482 "," 16,310 "," 8,172 "," 5,252 ", 22
